timezone,crop_name,project_name,variety,sensor_id,sensor_type,date,mds,growth,minimum,maximum
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-02,45.0,5.0,4655.0,4705.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-03,65.0,-10.0,4645.0,4710.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-04,65.0,-5.0,4640.0,4705.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-05,30.0,25.0,4665.0,4710.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-06,25.0,25.0,4695.0,4735.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-07,45.0,-10.0,4695.0,4740.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-08,55.0,0.0,4685.0,4740.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-09,35.0,20.0,4705.0,4745.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-10,55.0,-15.0,4690.0,4745.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-11,65.0,5.0,4680.0,4745.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-12,55.0,0.0,4695.0,4750.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-13,10.0,15.0,4725.0,4755.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-14,20.0,15.0,4735.0,4765.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-15,45.0,-5.0,4725.0,4770.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-16,65.0,0.0,4700.0,4765.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-17,50.0,0.0,4715.0,4765.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-18,55.0,15.0,4715.0,4775.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-19,60.0,0.0,4720.0,4780.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-20,55.0,-25.0,4720.0,4775.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-21,30.0,5.0,4730.0,4760.0
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-22,,,,
Asia/Jerusalem,Mandarin,Control,Ora,739990,Dend,2023-12-23,,,,
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-10,15.0,45.0,2940.0,2990.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-11,15.0,45.0,2990.0,3035.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-12,25.0,40.0,3025.0,3075.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-13,15.0,30.0,3065.0,3105.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-14,20.0,45.0,3100.0,3150.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-15,20.0,15.0,3135.0,3175.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-16,20.0,50.0,3165.0,3215.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-17,15.0,25.0,3200.0,3240.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-18,20.0,25.0,3235.0,3265.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-19,10.0,35.0,3265.0,3300.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-20,5.0,80.0,3300.0,3380.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-21,15.0,30.0,3380.0,3410.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-22,20.0,30.0,3410.0,3440.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-23,30.0,35.0,3435.0,3475.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-24,25.0,45.0,3470.0,3520.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-25,30.0,30.0,3510.0,3555.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-26,10.0,50.0,3550.0,3600.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-27,15.0,40.0,3600.0,3640.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-28,15.0,35.0,3635.0,3675.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-29,15.0,45.0,3675.0,3720.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-06-30,15.0,45.0,3720.0,3765.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-01,10.0,55.0,3765.0,3820.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-02,15.0,45.0,3820.0,3865.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-03,20.0,55.0,3865.0,3920.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-04,25.0,40.0,3910.0,3960.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-05,10.0,55.0,3960.0,4015.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-06,5.0,45.0,4015.0,4060.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-07,10.0,60.0,4060.0,4120.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-08,10.0,40.0,4120.0,4160.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-09,15.0,40.0,4160.0,4200.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-10,10.0,70.0,4200.0,4270.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-11,10.0,30.0,4265.0,4300.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-12,15.0,40.0,4300.0,4340.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-13,10.0,55.0,4340.0,4395.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-14,15.0,60.0,4395.0,4455.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-15,15.0,65.0,4455.0,4520.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-16,10.0,30.0,4515.0,4550.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-17,5.0,45.0,4550.0,4595.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-18,15.0,45.0,4595.0,4640.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-19,10.0,40.0,4640.0,4680.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-20,15.0,15.0,4680.0,4705.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-21,10.0,40.0,4695.0,4735.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-22,20.0,35.0,4735.0,4770.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-23,25.0,35.0,4765.0,4805.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-24,15.0,20.0,4800.0,4830.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-25,15.0,50.0,4820.0,4875.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-26,15.0,25.0,4870.0,4900.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-27,25.0,15.0,4890.0,4915.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-28,10.0,20.0,4910.0,4935.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-29,10.0,25.0,4935.0,4965.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-30,10.0,50.0,4960.0,5010.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-07-31,20.0,30.0,5000.0,5040.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-01,25.0,35.0,5035.0,5075.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-02,25.0,20.0,5065.0,5095.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-03,20.0,20.0,5090.0,5115.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-04,20.0,40.0,5115.0,5155.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-05,10.0,30.0,5150.0,5185.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-06,25.0,30.0,5180.0,5220.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-07,15.0,35.0,5210.0,5250.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-08,10.0,30.0,5250.0,5285.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-09,20.0,40.0,5275.0,5320.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-10,15.0,20.0,5315.0,5340.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-11,10.0,35.0,5340.0,5385.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-12,15.0,40.0,5375.0,5415.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-13,20.0,45.0,5415.0,5460.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-14,15.0,45.0,5460.0,5505.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-15,10.0,30.0,5505.0,5535.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-16,15.0,25.0,5530.0,5560.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-17,10.0,40.0,5560.0,5610.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-18,20.0,45.0,5600.0,5650.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-19,20.0,45.0,5645.0,5695.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-20,15.0,30.0,5690.0,5720.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-21,15.0,45.0,5720.0,5765.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-22,15.0,35.0,5760.0,5800.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-23,25.0,30.0,5785.0,5830.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-24,25.0,30.0,5825.0,5860.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-25,25.0,35.0,5850.0,5895.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-26,15.0,30.0,5890.0,5925.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-27,20.0,35.0,5925.0,5960.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-28,15.0,60.0,5960.0,6020.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-29,15.0,40.0,6010.0,6060.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-30,15.0,45.0,6060.0,6105.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-08-31,,,5095.0,6120.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-01,15.0,20.0,5110.0,5140.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-02,20.0,20.0,5125.0,5160.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-03,15.0,25.0,5155.0,5185.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-04,15.0,25.0,5180.0,5210.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-05,20.0,10.0,5200.0,5225.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-06,15.0,20.0,5215.0,5240.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-07,30.0,25.0,5215.0,5265.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-08,40.0,-15.0,5230.0,5270.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-09,20.0,15.0,5240.0,5265.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-10,25.0,-5.0,5245.0,5275.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-11,20.0,10.0,5250.0,5275.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-12,30.0,0.0,5250.0,5280.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-13,0.0,30.0,5270.0,5305.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-14,20.0,15.0,5290.0,5315.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-15,20.0,0.0,5300.0,5325.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-16,15.0,25.0,5315.0,5340.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-17,25.0,10.0,5325.0,5350.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-18,20.0,15.0,5340.0,5365.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-19,25.0,20.0,5355.0,5385.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-20,20.0,30.0,5380.0,5415.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-21,15.0,25.0,5405.0,5440.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-22,25.0,25.0,5430.0,5465.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-23,15.0,35.0,5465.0,5505.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-24,20.0,25.0,5495.0,5525.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-25,15.0,25.0,5520.0,5550.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-26,25.0,30.0,5545.0,5580.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-27,25.0,15.0,5570.0,5595.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-28,30.0,25.0,5580.0,5620.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-29,35.0,10.0,5605.0,5640.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-09-30,20.0,5.0,5620.0,5640.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-01,20.0,35.0,5630.0,5670.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-02,15.0,20.0,5670.0,5695.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-03,15.0,20.0,5685.0,5715.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-04,10.0,20.0,5710.0,5730.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-05,20.0,25.0,5725.0,5755.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-06,10.0,20.0,5750.0,5775.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-07,,,5765.0,5780.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-08,15.0,,5790.0,5825.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-09,20.0,25.0,5810.0,5845.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-10,15.0,45.0,5845.0,5890.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-11,20.0,5.0,5870.0,5895.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-12,15.0,20.0,5895.0,5915.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-13,15.0,25.0,5915.0,5940.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-14,15.0,30.0,5940.0,5970.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-15,20.0,15.0,5960.0,5985.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-16,15.0,40.0,5980.0,6025.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-17,10.0,25.0,6015.0,6050.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-18,10.0,25.0,6050.0,6075.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-19,15.0,20.0,6065.0,6100.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-20,20.0,35.0,6090.0,6130.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-21,20.0,20.0,6115.0,6150.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-22,20.0,30.0,6145.0,6180.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-23,20.0,50.0,6180.0,6230.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-24,15.0,35.0,6220.0,6265.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-25,20.0,10.0,6250.0,6275.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-26,,,6265.0,6290.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-27,10.0,,6290.0,6325.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-28,20.0,25.0,6325.0,6350.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-29,,,6350.0,6385.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-30,15.0,20.0,6370.0,6395.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-10-31,10.0,25.0,6390.0,6425.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-01,,,4470.0,6440.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-02,15.0,,4470.0,4490.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-03,,,4475.0,4505.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-04,25.0,,4500.0,4530.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-05,10.0,105.0,4530.0,4640.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-06,20.0,15.0,4625.0,4655.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-07,45.0,0.0,4620.0,4665.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-08,25.0,15.0,4630.0,4665.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-09,25.0,10.0,4650.0,4680.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-10,20.0,15.0,4660.0,4690.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-11,15.0,10.0,4675.0,4705.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-12,15.0,,4690.0,4720.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-13,15.0,20.0,4705.0,4740.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-14,10.0,25.0,4735.0,4765.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-15,15.0,25.0,4760.0,4790.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-16,35.0,-10.0,4755.0,4790.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-17,20.0,20.0,4770.0,4805.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-18,15.0,,4790.0,4815.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-19,15.0,30.0,4805.0,4845.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-20,10.0,10.0,4840.0,4860.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-21,30.0,0.0,4830.0,4860.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-22,20.0,10.0,4840.0,4865.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-23,30.0,15.0,4840.0,4880.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-24,,,4855.0,4880.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-25,25.0,5.0,4860.0,4885.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-26,20.0,-5.0,4865.0,4885.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-27,5.0,,4880.0,4915.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-28,15.0,15.0,4910.0,4930.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-29,25.0,5.0,4910.0,4940.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-11-30,30.0,0.0,4910.0,4940.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-01,10.0,15.0,4930.0,4955.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-02,25.0,5.0,4930.0,4955.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-03,35.0,,4925.0,4960.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-04,30.0,0.0,4925.0,4955.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-05,20.0,,4935.0,4955.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-06,10.0,20.0,4950.0,4975.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-07,25.0,0.0,4955.0,4980.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-08,25.0,-5.0,4955.0,4980.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-09,20.0,20.0,4960.0,4990.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-10,35.0,-10.0,4955.0,4990.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-11,35.0,0.0,4955.0,4990.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-12,35.0,-5.0,4955.0,4990.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-13,10.0,0.0,4970.0,4980.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-14,10.0,30.0,4975.0,5005.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-15,30.0,0.0,4980.0,5010.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-16,30.0,-5.0,4975.0,5005.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-17,25.0,-5.0,4975.0,5000.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-18,20.0,10.0,4980.0,5010.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-19,30.0,0.0,4985.0,5015.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-20,20.0,,4990.0,5010.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-21,15.0,5.0,4985.0,5005.0
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-22,,,,
Asia/Jerusalem,Mandarin,Control,Ora,739994,Dend,2023-12-23,,,,
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-10,5.0,65.0,795.0,860.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-11,5.0,45.0,860.0,905.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-12,10.0,35.0,905.0,940.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-13,10.0,50.0,940.0,990.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-14,10.0,35.0,985.0,1025.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-15,5.0,20.0,1020.0,1045.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-16,5.0,15.0,1045.0,1065.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-17,15.0,10.0,1055.0,1070.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-18,5.0,15.0,1065.0,1085.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-19,15.0,5.0,1075.0,1090.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-20,10.0,20.0,1085.0,1110.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-21,15.0,15.0,1100.0,1125.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-22,10.0,20.0,1125.0,1145.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-23,10.0,20.0,1145.0,1170.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-24,10.0,25.0,1165.0,1190.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-25,15.0,25.0,1190.0,1215.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-26,15.0,30.0,1210.0,1245.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-27,15.0,30.0,1240.0,1275.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-28,20.0,45.0,1270.0,1320.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-29,15.0,40.0,1315.0,1360.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-06-30,15.0,45.0,1360.0,1405.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-07-01,15.0,50.0,1405.0,1455.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-07-02,15.0,40.0,1455.0,1495.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-07-03,10.0,50.0,1495.0,1545.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-07-04,15.0,45.0,1545.0,1590.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-07-05,15.0,60.0,1590.0,1650.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-07-06,10.0,45.0,1650.0,1695.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-07-07,10.0,60.0,1695.0,1755.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-07-08,5.0,55.0,1755.0,1810.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-07-09,15.0,55.0,1810.0,1865.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-07-10,15.0,55.0,1865.0,1920.0
Asia/Jerusalem,Mandarin,Static,Ora,739899,Dend,2023-07-11,10.0,40.0,1920.0,1960.0
